"","field_id","year","month","centroid_lat","centroid_long","area_hectares","sprays","mildew_incidence","initial_strain","susceptibility_to_r6_strains","susceptibility_to_non_r6_strains","plant_type","date"
"1027",46,2016,"June",45.1675,-122.8792,0.8498406,2,0,"non-V6",1,0,"R6",2016-06-01
"1028",46,2016,"July",45.1675,-122.8792,0.8498406,0,0,"non-V6",1,0,"R6",2016-07-01
"1029",47,2016,"April",45.1685,-122.9058,9.0649664,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1030",47,2016,"May",45.1685,-122.9058,9.0649664,1,0.265,"non-V6",1,1,"non-R6",2016-05-01
"1031",47,2016,"June",45.1685,-122.9058,9.0649664,2,0.975,"non-V6",1,1,"non-R6",2016-06-01
"1032",47,2016,"July",45.1685,-122.9058,9.0649664,1,0.14,"non-V6",1,1,"non-R6",2016-07-01
"1033",48,2016,"April",45.1653,-122.8815,14.9329134,0,0,"non-V6",1,0,"R6",2016-04-01
"1034",48,2016,"May",45.1653,-122.8815,14.9329134,0,0,"non-V6",1,0,"R6",2016-05-01
"1035",48,2016,"June",45.1653,-122.8815,14.9329134,1,0,"non-V6",1,0,"R6",2016-06-01
"1036",48,2016,"July",45.1653,-122.8815,14.9329134,0,0,"non-V6",1,0,"R6",2016-07-01
"1037",49,2016,"April",45.1659,-122.8885,7.3652852,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1038",49,2016,"May",45.1659,-122.8885,7.3652852,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1039",49,2016,"June",45.1659,-122.8885,7.3652852,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1040",49,2016,"July",45.1659,-122.8885,7.3652852,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1041",50,2016,"April",45.199,-122.8455,4.1277972,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1042",50,2016,"May",45.199,-122.8455,4.1277972,2,0,"non-V6",1,1,"non-R6",2016-05-01
"1043",50,2016,"June",45.199,-122.8455,4.1277972,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1044",50,2016,"July",45.199,-122.8455,4.1277972,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1045",51,2016,"April",45.1996,-122.8464,11.0479278,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1046",51,2016,"May",45.1996,-122.8464,11.0479278,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1047",51,2016,"June",45.1996,-122.8464,11.0479278,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1048",51,2016,"July",45.1996,-122.8464,11.0479278,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1049",53,2016,"April",45.1942,-122.7664,0.5260918,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1050",53,2016,"May",45.1942,-122.7664,0.5260918,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1051",53,2016,"June",45.1942,-122.7664,0.5260918,2,0.015,"non-V6",1,1,"non-R6",2016-06-01
"1052",53,2016,"July",45.1942,-122.7664,0.5260918,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1053",54,2016,"April",45.1924,-122.7662,3.3184252,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1054",54,2016,"May",45.1924,-122.7662,3.3184252,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1055",54,2016,"June",45.1924,-122.7662,3.3184252,2,0.01,"non-V6",1,1,"non-R6",2016-06-01
"1056",54,2016,"July",45.1924,-122.7662,3.3184252,0,0.45,"non-V6",1,1,"non-R6",2016-07-01
"1057",55,2016,"April",45.19,-122.7621,3.439831,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1058",55,2016,"May",45.19,-122.7621,3.439831,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1059",55,2016,"June",45.19,-122.7621,3.439831,2,0,"non-V6",1,1,"non-R6",2016-06-01
"1060",55,2016,"July",45.19,-122.7621,3.439831,0,0.005,"non-V6",1,1,"non-R6",2016-07-01
"1061",56,2016,"April",45.1931,-122.766,1.7401498,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1062",56,2016,"May",45.1931,-122.766,1.7401498,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1063",56,2016,"June",45.1931,-122.766,1.7401498,2,0,"non-V6",1,1,"non-R6",2016-06-01
"1064",56,2016,"July",45.1931,-122.766,1.7401498,0,0.005,"non-V6",1,1,"non-R6",2016-07-01
"1065",58,2016,"April",45.1932,-122.7715,7.2034108,0,0,"V6",1,1,"non-R6",2016-04-01
"1066",58,2016,"May",45.1932,-122.7715,7.2034108,0,0,"V6",1,1,"non-R6",2016-05-01
"1067",58,2016,"June",45.1932,-122.7715,7.2034108,2,0.015,"V6",1,1,"non-R6",2016-06-01
"1068",58,2016,"July",45.1932,-122.7715,7.2034108,0,0,"V6",1,1,"non-R6",2016-07-01
"1069",59,2016,"April",45.1909,-122.7707,7.2438794,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1070",59,2016,"May",45.1909,-122.7707,7.2438794,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1071",59,2016,"June",45.1909,-122.7707,7.2438794,2,0,"non-V6",1,1,"non-R6",2016-06-01
"1072",59,2016,"July",45.1909,-122.7707,7.2438794,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1073",60,2016,"April",45.201,-122.7725,3.1565508,0,0,"V6",1,0,"R6",2016-04-01
"1074",60,2016,"May",45.201,-122.7725,3.1565508,1,0.0075,"V6",1,0,"R6",2016-05-01
"1075",60,2016,"June",45.201,-122.7725,3.1565508,4,0.99,"V6",1,0,"R6",2016-06-01
"1076",60,2016,"July",45.201,-122.7725,3.1565508,1,0.68,"V6",1,0,"R6",2016-07-01
"1077",61,2016,"April",45.1994,-122.774,6.7582562,0,0,"V6",1,0,"R6",2016-04-01
"1078",61,2016,"May",45.1994,-122.774,6.7582562,1,0,"V6",1,0,"R6",2016-05-01
"1079",61,2016,"June",45.1994,-122.774,6.7582562,4,0.99,"V6",1,0,"R6",2016-06-01
"1080",61,2016,"July",45.1994,-122.774,6.7582562,1,0.505,"V6",1,0,"R6",2016-07-01
"1081",62,2016,"April",45.189,-122.7707,7.7295026,0,0,"V6",1,0,"R6",2016-04-01
"1082",62,2016,"May",45.189,-122.7707,7.7295026,1,0,"V6",1,0,"R6",2016-05-01
"1083",62,2016,"June",45.189,-122.7707,7.7295026,4,0.175,"V6",1,0,"R6",2016-06-01
"1084",62,2016,"July",45.189,-122.7707,7.7295026,1,0.46,"V6",1,0,"R6",2016-07-01
"1085",63,2016,"April",45.1978,-122.7726,2.9946764,0,0,"V6",1,0,"R6",2016-04-01
"1086",63,2016,"May",45.1978,-122.7726,2.9946764,1,0,"V6",1,0,"R6",2016-05-01
"1087",63,2016,"June",45.1978,-122.7726,2.9946764,4,0.465,"V6",1,0,"R6",2016-06-01
"1088",63,2016,"July",45.1978,-122.7726,2.9946764,1,0.77,"V6",1,0,"R6",2016-07-01
"1089",64,2016,"April",45.1936,-122.7656,1.3759324,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1090",64,2016,"May",45.1936,-122.7656,1.3759324,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1091",64,2016,"June",45.1936,-122.7656,1.3759324,2,0.015,"non-V6",1,1,"non-R6",2016-06-01
"1092",64,2016,"July",45.1936,-122.7656,1.3759324,0,0.15,"non-V6",1,1,"non-R6",2016-07-01
"1093",65,2016,"April",45.1173,-122.8455,2.428116,0,0,"V6",1,0,"R6",2016-04-01
"1094",65,2016,"May",45.1173,-122.8455,2.428116,0,0,"V6",1,0,"R6",2016-05-01
"1095",65,2016,"June",45.1173,-122.8455,2.428116,2,0.13,"V6",1,0,"R6",2016-06-01
"1096",65,2016,"July",45.1173,-122.8455,2.428116,1,0,"V6",1,0,"R6",2016-07-01
"1097",66,2016,"April",45.1174,-122.8464,2.428116,0,0,"non-V6",1,0,"R6",2016-04-01
"1098",66,2016,"May",45.1174,-122.8464,2.428116,0,0,"non-V6",1,0,"R6",2016-05-01
"1099",66,2016,"June",45.1174,-122.8464,2.428116,2,0,"non-V6",1,0,"R6",2016-06-01
"1100",66,2016,"July",45.1174,-122.8464,2.428116,1,0,"non-V6",1,0,"R6",2016-07-01
"1101",67,2016,"April",45.1173,-122.845,0.404686,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1102",67,2016,"May",45.1173,-122.845,0.404686,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1103",67,2016,"June",45.1173,-122.845,0.404686,2,0.005,"non-V6",1,1,"non-R6",2016-06-01
"1104",67,2016,"July",45.1173,-122.845,0.404686,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1105",68,2016,"April",45.1177,-122.8433,8.4174688,0,0,"V6",1,0,"R6",2016-04-01
"1106",68,2016,"May",45.1177,-122.8433,8.4174688,0,0,"V6",1,0,"R6",2016-05-01
"1107",68,2016,"June",45.1177,-122.8433,8.4174688,2,0.015,"V6",1,0,"R6",2016-06-01
"1108",68,2016,"July",45.1177,-122.8433,8.4174688,1,0,"V6",1,0,"R6",2016-07-01
"1109",69,2016,"April",45.1179,-122.8399,16.389783,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1110",69,2016,"May",45.1179,-122.8399,16.389783,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1111",69,2016,"June",45.1179,-122.8399,16.389783,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1112",69,2016,"July",45.1179,-122.8399,16.389783,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1113",70,2016,"April",45.1177,-122.8353,16.0255656,0,0,"V6",1,0,"R6",2016-04-01
"1114",70,2016,"May",45.1177,-122.8353,16.0255656,0,0,"V6",1,0,"R6",2016-05-01
"1115",70,2016,"June",45.1177,-122.8353,16.0255656,1,0.005,"V6",1,0,"R6",2016-06-01
"1116",70,2016,"July",45.1177,-122.8353,16.0255656,1,0,"V6",1,0,"R6",2016-07-01
"1117",71,2016,"April",45.1177,-122.8307,15.6208796,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1118",71,2016,"May",45.1177,-122.8307,15.6208796,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1119",71,2016,"June",45.1177,-122.8307,15.6208796,0,0.005,"non-V6",1,1,"non-R6",2016-06-01
"1120",71,2016,"July",45.1177,-122.8307,15.6208796,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1121",72,2016,"April",45.1176,-122.8266,12.0596428,0,0,"non-V6",1,0,"R6",2016-04-01
"1122",72,2016,"May",45.1176,-122.8266,12.0596428,0,0,"non-V6",1,0,"R6",2016-05-01
"1123",72,2016,"June",45.1176,-122.8266,12.0596428,1,0,"non-V6",1,0,"R6",2016-06-01
"1124",72,2016,"July",45.1176,-122.8266,12.0596428,1,0,"non-V6",1,0,"R6",2016-07-01
"1125",73,2016,"April",45.1137,-122.83,10.1576186,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1126",73,2016,"May",45.1137,-122.83,10.1576186,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1127",73,2016,"June",45.1137,-122.83,10.1576186,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1128",73,2016,"July",45.1137,-122.83,10.1576186,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1129",74,2016,"April",45.1144,-122.8564,10.4004302,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1130",74,2016,"May",45.1144,-122.8564,10.4004302,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1131",74,2016,"June",45.1144,-122.8564,10.4004302,0,0,"non-V6",1,1,"non-R6",2016-06-01
"1132",74,2016,"July",45.1144,-122.8564,10.4004302,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1133",75,2016,"April",45.1126,-122.8533,8.4174688,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1134",75,2016,"May",45.1126,-122.8533,8.4174688,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1135",75,2016,"June",45.1126,-122.8533,8.4174688,0,0,"non-V6",1,1,"non-R6",2016-06-01
"1136",75,2016,"July",45.1126,-122.8533,8.4174688,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1137",76,2016,"April",45.0342,-122.7408,4.0873286,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1138",76,2016,"May",45.0342,-122.7408,4.0873286,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1139",76,2016,"June",45.0342,-122.7408,4.0873286,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1140",76,2016,"July",45.0342,-122.7408,4.0873286,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1141",77,2016,"April",45.0337,-122.7402,3.5612368,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1142",77,2016,"May",45.0337,-122.7402,3.5612368,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1143",77,2016,"June",45.0337,-122.7402,3.5612368,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1144",77,2016,"July",45.0337,-122.7402,3.5612368,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1145",78,2016,"April",45.0348,-122.7418,7.1224736,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1146",78,2016,"May",45.0348,-122.7418,7.1224736,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1147",78,2016,"June",45.0348,-122.7418,7.1224736,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1148",78,2016,"July",45.0348,-122.7418,7.1224736,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1149",80,2016,"April",45.0318,-122.7581,16.3493144,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1150",80,2016,"May",45.0318,-122.7581,16.3493144,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1151",80,2016,"June",45.0318,-122.7581,16.3493144,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1152",80,2016,"July",45.0318,-122.7581,16.3493144,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1153",81,2016,"April",45.0315,-122.7704,6.3131016,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1154",81,2016,"May",45.0315,-122.7704,6.3131016,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1155",81,2016,"June",45.0315,-122.7704,6.3131016,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1156",81,2016,"July",45.0315,-122.7704,6.3131016,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1157",82,2016,"April",45.0336,-122.7675,9.2673094,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1158",82,2016,"May",45.0336,-122.7675,9.2673094,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1159",82,2016,"June",45.0336,-122.7675,9.2673094,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1160",82,2016,"July",45.0336,-122.7675,9.2673094,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1161",83,2016,"April",45.0329,-122.7636,10.1980872,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1162",83,2016,"May",45.0329,-122.7636,10.1980872,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1163",83,2016,"June",45.0329,-122.7636,10.1980872,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1164",83,2016,"July",45.0329,-122.7636,10.1980872,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1165",84,2016,"April",45.0347,-122.7603,1.4568696,0,0,"V6",1,1,"non-R6",2016-04-01
"1166",84,2016,"May",45.0347,-122.7603,1.4568696,1,0,"V6",1,1,"non-R6",2016-05-01
"1167",84,2016,"June",45.0347,-122.7603,1.4568696,1,0,"V6",1,1,"non-R6",2016-06-01
"1168",84,2016,"July",45.0347,-122.7603,1.4568696,0,0.005,"V6",1,1,"non-R6",2016-07-01
"1169",85,2016,"April",45.0293,-122.7503,6.2321644,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1170",85,2016,"May",45.0293,-122.7503,6.2321644,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1171",85,2016,"June",45.0293,-122.7503,6.2321644,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1172",85,2016,"July",45.0293,-122.7503,6.2321644,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1173",86,2016,"April",45.0295,-122.7542,12.0596428,0,0,"V6",1,1,"non-R6",2016-04-01
"1174",86,2016,"May",45.0295,-122.7542,12.0596428,1,0,"V6",1,1,"non-R6",2016-05-01
"1175",86,2016,"June",45.0295,-122.7542,12.0596428,1,0.005,"V6",1,1,"non-R6",2016-06-01
"1176",86,2016,"July",45.0295,-122.7542,12.0596428,0,0,"V6",1,1,"non-R6",2016-07-01
"1177",87,2016,"April",45.0277,-122.7624,2.2662416,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1178",87,2016,"May",45.0277,-122.7624,2.2662416,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1179",87,2016,"June",45.0277,-122.7624,2.2662416,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1180",87,2016,"July",45.0277,-122.7624,2.2662416,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1181",88,2016,"April",45.0285,-122.7598,4.4110774,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1182",88,2016,"May",45.0285,-122.7598,4.4110774,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1183",88,2016,"June",45.0285,-122.7598,4.4110774,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1184",88,2016,"July",45.0285,-122.7598,4.4110774,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1185",89,2016,"April",45.029,-122.758,1.7401498,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1186",89,2016,"May",45.029,-122.758,1.7401498,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1187",89,2016,"June",45.029,-122.758,1.7401498,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1188",89,2016,"July",45.029,-122.758,1.7401498,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1189",90,2016,"April",45.0254,-122.7648,6.07029,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1190",90,2016,"May",45.0254,-122.7648,6.07029,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1191",90,2016,"June",45.0254,-122.7648,6.07029,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1192",90,2016,"July",45.0254,-122.7648,6.07029,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1193",91,2016,"April",45.0258,-122.7621,8.903092,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1194",91,2016,"May",45.0258,-122.7621,8.903092,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1195",91,2016,"June",45.0258,-122.7621,8.903092,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1196",91,2016,"July",45.0258,-122.7621,8.903092,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1197",92,2016,"April",45.0258,-122.7599,4.2896716,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1198",92,2016,"May",45.0258,-122.7599,4.2896716,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1199",92,2016,"June",45.0258,-122.7599,4.2896716,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1200",92,2016,"July",45.0258,-122.7599,4.2896716,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1201",93,2016,"April",45.0258,-122.7569,14.1235414,0,0,"V6",1,0,"R6",2016-04-01
"1202",93,2016,"May",45.0258,-122.7569,14.1235414,1,0,"V6",1,0,"R6",2016-05-01
"1203",93,2016,"June",45.0258,-122.7569,14.1235414,1,0,"V6",1,0,"R6",2016-06-01
"1204",93,2016,"July",45.0258,-122.7569,14.1235414,0,0.005,"V6",1,0,"R6",2016-07-01
"1205",95,2016,"April",45.0279,-122.7664,12.6666718,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1206",95,2016,"May",45.0279,-122.7664,12.6666718,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1207",95,2016,"June",45.0279,-122.7664,12.6666718,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1208",95,2016,"July",45.0279,-122.7664,12.6666718,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1209",96,2016,"April",45.0289,-122.7684,10.319493,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1210",96,2016,"May",45.0289,-122.7684,10.319493,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1211",96,2016,"June",45.0289,-122.7684,10.319493,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1212",96,2016,"July",45.0289,-122.7684,10.319493,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1213",97,2016,"April",45.0293,-122.7696,2.7923334,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1214",97,2016,"May",45.0293,-122.7696,2.7923334,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1215",97,2016,"June",45.0293,-122.7696,2.7923334,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1216",97,2016,"July",45.0293,-122.7696,2.7923334,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1217",99,2016,"April",45.0735,-122.7338,4.5729518,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1218",99,2016,"May",45.0735,-122.7338,4.5729518,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1219",99,2016,"June",45.0735,-122.7338,4.5729518,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1220",99,2016,"July",45.0735,-122.7338,4.5729518,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1221",101,2016,"April",45.0431,-123.0085,4.451546,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1222",101,2016,"May",45.0431,-123.0085,4.451546,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1223",101,2016,"June",45.0431,-123.0085,4.451546,0,0,"non-V6",1,1,"non-R6",2016-06-01
"1224",101,2016,"July",45.0431,-123.0085,4.451546,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1225",102,2016,"April",45.0444,-123.005,6.8391934,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1226",102,2016,"May",45.0444,-123.005,6.8391934,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1227",102,2016,"June",45.0444,-123.005,6.8391934,0,0,"non-V6",1,1,"non-R6",2016-06-01
"1228",102,2016,"July",45.0444,-123.005,6.8391934,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1229",103,2016,"April",45.0486,-123.0019,5.0181064,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1230",103,2016,"May",45.0486,-123.0019,5.0181064,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1231",103,2016,"June",45.0486,-123.0019,5.0181064,0,0,"non-V6",1,1,"non-R6",2016-06-01
"1232",103,2016,"July",45.0486,-123.0019,5.0181064,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1233",104,2016,"April",45.0467,-123.0019,3.844517,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1234",104,2016,"May",45.0467,-123.0019,3.844517,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1235",104,2016,"June",45.0467,-123.0019,3.844517,0,0,"non-V6",1,1,"non-R6",2016-06-01
"1236",104,2016,"July",45.0467,-123.0019,3.844517,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1237",105,2016,"April",45.0487,-122.997,7.5676282,0,0,"V6",1,0,"R6",2016-04-01
"1238",105,2016,"May",45.0487,-122.997,7.5676282,0,0,"V6",1,0,"R6",2016-05-01
"1239",105,2016,"June",45.0487,-122.997,7.5676282,0,0.015,"V6",1,0,"R6",2016-06-01
"1240",105,2016,"July",45.0487,-122.997,7.5676282,1,0,"V6",1,0,"R6",2016-07-01
"1241",106,2016,"April",45.047,-122.9971,8.296063,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1242",106,2016,"May",45.047,-122.9971,8.296063,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1243",106,2016,"June",45.047,-122.9971,8.296063,0,0,"non-V6",1,1,"non-R6",2016-06-01
"1244",106,2016,"July",45.047,-122.9971,8.296063,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1245",107,2016,"April",45.0473,-122.9917,7.9723142,0,0,"V6",1,0,"R6",2016-04-01
"1246",107,2016,"May",45.0473,-122.9917,7.9723142,0,0,"V6",1,0,"R6",2016-05-01
"1247",107,2016,"June",45.0473,-122.9917,7.9723142,0,0.005,"V6",1,0,"R6",2016-06-01
"1248",107,2016,"July",45.0473,-122.9917,7.9723142,2,0,"V6",1,0,"R6",2016-07-01
"1249",108,2016,"April",45.0489,-122.9907,1.3354638,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1250",108,2016,"May",45.0489,-122.9907,1.3354638,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1251",108,2016,"June",45.0489,-122.9907,1.3354638,0,0.005,"non-V6",1,1,"non-R6",2016-06-01
"1252",108,2016,"July",45.0489,-122.9907,1.3354638,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1253",110,2016,"April",45.0475,-123.0019,1.4973382,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1254",110,2016,"May",45.0475,-123.0019,1.4973382,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1255",110,2016,"June",45.0475,-123.0019,1.4973382,0,0,"non-V6",1,1,"non-R6",2016-06-01
"1256",110,2016,"July",45.0475,-123.0019,1.4973382,1,0,"non-V6",1,1,"non-R6",2016-07-01
"1257",111,2016,"April",45.1889,-122.7755,6.1107586,0,0,"V6",1,1,"non-R6",2016-04-01
"1258",111,2016,"May",45.1889,-122.7755,6.1107586,0,0,"V6",1,1,"non-R6",2016-05-01
"1259",111,2016,"June",45.1889,-122.7755,6.1107586,3,0.065,"V6",1,1,"non-R6",2016-06-01
"1260",111,2016,"July",45.1889,-122.7755,6.1107586,2,0.025,"V6",1,1,"non-R6",2016-07-01
"1261",112,2016,"April",45.1906,-122.7753,6.0298214,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1262",112,2016,"May",45.1906,-122.7753,6.0298214,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1263",112,2016,"June",45.1906,-122.7753,6.0298214,2,0,"non-V6",1,1,"non-R6",2016-06-01
"1264",112,2016,"July",45.1906,-122.7753,6.0298214,2,0,"non-V6",1,1,"non-R6",2016-07-01
"1265",113,2016,"April",45.193,-122.7746,6.3131016,0,0,"V6",1,0,"R6",2016-04-01
"1266",113,2016,"May",45.193,-122.7746,6.3131016,1,0,"V6",1,0,"R6",2016-05-01
"1267",113,2016,"June",45.193,-122.7746,6.3131016,1,0.19,"V6",1,0,"R6",2016-06-01
"1268",113,2016,"July",45.193,-122.7746,6.3131016,3,0.295,"V6",1,0,"R6",2016-07-01
"1269",114,2016,"April",45.1964,-122.7797,6.272633,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1270",114,2016,"May",45.1964,-122.7797,6.272633,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1271",114,2016,"June",45.1964,-122.7797,6.272633,3,0,"non-V6",1,1,"non-R6",2016-06-01
"1272",114,2016,"July",45.1964,-122.7797,6.272633,1,0.025,"non-V6",1,1,"non-R6",2016-07-01
"1273",115,2016,"April",45.1931,-122.7852,10.6837104,0,0,"V6",1,1,"non-R6",2016-04-01
"1274",115,2016,"May",45.1931,-122.7852,10.6837104,0,0.0175,"V6",1,1,"non-R6",2016-05-01
"1275",115,2016,"June",45.1931,-122.7852,10.6837104,3,0.63,"V6",1,1,"non-R6",2016-06-01
"1276",115,2016,"July",45.1931,-122.7852,10.6837104,4,0.34,"V6",1,1,"non-R6",2016-07-01
"1277",116,2016,"April",45.1898,-122.7861,8.3770002,0,0,"V6",1,1,"non-R6",2016-04-01
"1278",116,2016,"May",45.1898,-122.7861,8.3770002,0,0,"V6",1,1,"non-R6",2016-05-01
"1279",116,2016,"June",45.1898,-122.7861,8.3770002,3,0.05,"V6",1,1,"non-R6",2016-06-01
